,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
7480,TXN_7855761,Cookie,1.0,1.0,1.0,Cash,In-store,2023-01-10
7481,TXN_9455977,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-03-10
7484,TXN_4528522,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-04
7485,TXN_7049861,Cake,5.0,3.0,15.0,Cash,In-store,2023-01-20
7489,TXN_9001844,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-02
7490,TXN_9104710,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-03-20
7496,TXN_8859144,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-01-15
7498,TXN_4271034,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-02-28
7499,TXN_2741424,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-05-03
7500,TXN_4709135,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,UNKNOWN
7501,TXN_6676143,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-05-21
7503,TXN_3016079,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-24
7505,TXN_6881662,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-07-10
7509,TXN_9812021,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-02-12
7510,TXN_7947711,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-12-06
7512,TXN_3949676,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-12-21
7513,TXN_4283693,Salad,2.0,5.0,10.0,Cash,In-store,2023-01-05
7514,TXN_2274945,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-03-29
7516,TXN_6787259,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-08-18
7519,TXN_8533584,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-11
7520,TXN_4311369,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-08-18
7525,TXN_7485706,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-11-15
7526,TXN_9908225,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-01-04
7527,TXN_7163533,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-17
7528,TXN_6867995,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-10-15
7533,TXN_5256055,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-02-07
7535,TXN_6067979,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-29
7538,TXN_6069730,Juice,1.0,3.0,3.0,Cash,In-store,2023-02-05
7541,TXN_4224401,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-12-18
7549,TXN_9858152,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-01-28
7552,TXN_4060332,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-07-10
7555,TXN_2905218,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-09-03
7558,TXN_8277583,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-08-15
7561,TXN_2078317,Tea,1.0,1.5,1.5,Cash,In-store,2023-09-21
7566,TXN_7057481,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-07-11
7571,TXN_1828494,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-07-21
7576,TXN_3509609,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-12-25
7577,TXN_4276442,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-01-25
7579,TXN_7956243,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-05-23
7589,TXN_3709853,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-21
7593,TXN_1408709,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-04-14
7595,TXN_4003040,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-09-12
7600,TXN_9781679,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-08
7605,TXN_9370771,Juice,5.0,3.0,15.0,Cash,In-store,2023-08-21
7606,TXN_5914284,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-25
7608,TXN_9878649,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-09-18
7609,TXN_5909816,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-09-19
7610,TXN_9461980,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-04-14
7611,TXN_8090470,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-11-18
7617,TXN_9067752,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-04-24
7621,TXN_2640771,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-01-27
7623,TXN_8593064,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-03-12
7626,TXN_9223045,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-10-29
7628,TXN_8659330,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-08-20
7629,TXN_5615754,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-16
7637,TXN_2317867,Tea,5.0,1.5,7.5,Cash,In-store,2023-01-23
7639,TXN_7467621,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-01-28
7645,TXN_3602272,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-02-15
7646,TXN_4913329,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-10-30
7647,TXN_8830809,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-31
7653,TXN_9662632,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-10
7657,TXN_2112848,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-10-16
7661,TXN_6923480,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-27
7667,TXN_8875195,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-08-21
7668,TXN_9928552,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-06-13
7669,TXN_3456748,Juice,2.0,3.0,6.0,Cash,In-store,2023-01-30
7685,TXN_6218380,Cookie,4.0,1.0,4.0,Cash,In-store,2023-02-07
7687,TXN_3839691,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-02-13
7690,TXN_2559020,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-20
7691,TXN_8607376,Coffee,5.0,2.0,10.0,Cash,In-store,2023-06-13
7692,TXN_5858713,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-03-05
7694,TXN_3312690,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-03-01
7696,TXN_8687088,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-05-11
7699,TXN_5139074,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-16
7704,TXN_5301926,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-13
7708,TXN_3454881,Salad,1.0,5.0,5.0,Cash,In-store,2023-11-29
7714,TXN_2904046,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-12-11
7720,TXN_6540200,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-10-23
7725,TXN_9188774,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-14
7727,TXN_7493800,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-08-16
7730,TXN_8413251,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-18
7735,TXN_1444932,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-05-24
7737,TXN_6901094,Salad,1.0,5.0,5.0,Cash,In-store,ERROR
7738,TXN_5065748,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-19
7739,TXN_8014645,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-07-06
7741,TXN_2111973,Tea,4.0,1.5,6.0,Digital Wallet,In-store,UNKNOWN
7745,TXN_1698600,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-07-31
7746,TXN_3463568,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-04-12
7748,TXN_5504920,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-09-30
7750,TXN_9968926,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-15
7753,TXN_1935119,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-15
7758,TXN_6784478,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-12-21
7760,TXN_3866162,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-06-08
7764,TXN_4650834,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-07-14
7765,TXN_6576987,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-03-12
7766,TXN_1192970,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-06-17
7767,TXN_7645464,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-08-17
7769,TXN_9495855,Juice,2.0,3.0,6.0,Cash,In-store,2023-04-18
7777,TXN_6687699,Salad,4.0,5.0,20.0,Cash,In-store,2023-09-11
7782,TXN_6433362,Cookie,2.0,1.0,2.0,Cash,In-store,2023-12-07
7783,TXN_4991594,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-12-08
7788,TXN_4463677,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-02-27
7792,TXN_1687822,Salad,4.0,5.0,20.0,Credit Card,Takeaway,ERROR
7794,TXN_5297746,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-07-11
7797,TXN_8145813,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-10
7801,TXN_7988991,Tea,4.0,1.5,6.0,Digital Wallet,In-store,UNKNOWN
7802,TXN_3801485,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-11-10
7803,TXN_2312908,Coffee,3.0,2.0,6.0,Cash,In-store,2023-02-07
7805,TXN_3620213,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-09-09
7810,TXN_9579691,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-01-16
7812,TXN_3462602,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-08-27
7815,TXN_9152120,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-28
7817,TXN_7799711,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-12-03
7821,TXN_3930313,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,ERROR
7822,TXN_7511351,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-10-07
7825,TXN_1020478,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-09
7828,TXN_4975029,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-04-23
7831,TXN_8640673,Juice,2.0,3.0,6.0,Cash,In-store,2023-09-11
7834,TXN_7857126,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-08-21
7839,TXN_3635628,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-28
7841,TXN_9454387,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-01-02
7842,TXN_9660362,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-16
7848,TXN_6332405,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-03
7851,TXN_8860052,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-18
7852,TXN_6732833,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-07-21
7853,TXN_1983705,Juice,3.0,3.0,9.0,Cash,Takeaway,ERROR
7854,TXN_6232398,Juice,2.0,3.0,6.0,Cash,In-store,2023-07-05
7856,TXN_7670296,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-01-25
7857,TXN_6128086,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-26
7865,TXN_6658070,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-11-03
7868,TXN_4228838,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-09-22
7871,TXN_1272118,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-04-21
7872,TXN_4060215,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-01-12
7873,TXN_2569119,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-08-04
7875,TXN_7992512,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-07-17
7878,TXN_5728193,Sandwich,1.0,4.0,4.0,Credit Card,In-store,UNKNOWN
7879,TXN_2417271,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-02-01
7882,TXN_9425096,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-06-12
7883,TXN_6236737,Juice,5.0,3.0,15.0,Cash,In-store,2023-03-19
7884,TXN_9691364,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-03-02
7890,TXN_5132482,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-21
7892,TXN_9969836,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-06
7893,TXN_7938279,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-17
7894,TXN_8712307,Juice,5.0,3.0,15.0,Cash,In-store,2023-04-10
7896,TXN_6398450,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-19
7899,TXN_8384428,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-08-11
7900,TXN_6541329,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-28
7901,TXN_7667139,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-05
7910,TXN_1396019,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-03
7912,TXN_4811225,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-11-01
7914,TXN_4564220,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-05-09
7915,TXN_5414186,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-04-24
7916,TXN_1740742,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-06
7922,TXN_1236759,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-26
7930,TXN_4755860,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-28
7933,TXN_1755817,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-17
7937,TXN_6714749,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-08-02
7938,TXN_1103495,Juice,1.0,3.0,3.0,Cash,Takeaway,UNKNOWN
7941,TXN_6013024,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-06
7942,TXN_8065852,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-17
7944,TXN_3695238,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-20
7955,TXN_1349640,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-06-17
7958,TXN_9660030,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-24
7959,TXN_9649503,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-01-02
7960,TXN_6618160,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-03-13
7965,TXN_4590013,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-04-19
7966,TXN_4958354,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-01
7968,TXN_2457961,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-06-08
7975,TXN_2208949,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-08-05
7977,TXN_6806968,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-03
7984,TXN_4252608,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-23
7989,TXN_1917336,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-04-12
8000,TXN_6476719,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-06-04
8003,TXN_8992377,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-12
8005,TXN_7153455,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-02
8009,TXN_7383137,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-12-02
8013,TXN_2441029,Cake,5.0,3.0,15.0,Cash,In-store,2023-05-18
8015,TXN_4801947,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-01-01
8020,TXN_2547156,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-08-18
8022,TXN_8621278,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-02-01
8023,TXN_2616353,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-06-24
8025,TXN_3608237,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-11-26
8026,TXN_2423167,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-06-29
8027,TXN_5742202,Salad,2.0,5.0,10.0,Cash,Takeaway,UNKNOWN
8035,TXN_3910293,Cake,4.0,3.0,12.0,Cash,In-store,2023-01-30
8037,TXN_4568379,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-05-28
8048,TXN_3880494,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-17
8050,TXN_9320353,Salad,5.0,5.0,25.0,Cash,In-store,2023-01-10
8051,TXN_8837015,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-06-11
8054,TXN_2667131,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-10-10
8055,TXN_5536056,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-12-22
8064,TXN_2496249,Juice,4.0,3.0,12.0,Cash,Takeaway,ERROR
8065,TXN_9020641,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-06-27
8071,TXN_1005377,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-03
8073,TXN_9705971,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-02
8074,TXN_4809626,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-18
8075,TXN_5171248,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-14
8078,TXN_7229918,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-03-24
8083,TXN_8552898,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-11-06
8085,TXN_4787754,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-31
8090,TXN_6021363,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-11
8094,TXN_2477650,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-24
8095,TXN_4987376,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-08-20
8098,TXN_2735598,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-30
8099,TXN_7362526,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-16
8102,TXN_6324687,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-03
8106,TXN_4757873,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-12
8107,TXN_6283718,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-07-20
8110,TXN_3048882,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-12-30
8114,TXN_5922981,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-11-10
8115,TXN_4108567,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-14
8119,TXN_9246986,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-09-08
8124,TXN_5832513,Juice,4.0,3.0,12.0,Cash,In-store,2023-11-02
8125,TXN_6053755,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-18
8135,TXN_6361593,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-29
8140,TXN_2729959,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-02-01
8142,TXN_2134763,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-28
8143,TXN_1633607,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-13
8147,TXN_2921765,Tea,2.0,1.5,3.0,Credit Card,Takeaway,ERROR
8148,TXN_5845583,Tea,4.0,1.5,6.0,Cash,In-store,2023-10-19
8149,TXN_6692318,Tea,2.0,1.5,3.0,Cash,In-store,2023-08-20
8150,TXN_9571019,Coffee,2.0,2.0,4.0,Cash,In-store,2023-06-22
8151,TXN_6451595,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-26
8152,TXN_4797429,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-07
8154,TXN_6925284,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-21
8155,TXN_2925996,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-04-11
8158,TXN_5750248,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-07-20
8162,TXN_7416196,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-10-20
8165,TXN_7971761,Salad,1.0,5.0,5.0,Credit Card,In-store,UNKNOWN
8170,TXN_3936339,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-08
8172,TXN_7132021,Smoothie,2.0,4.0,8.0,Credit Card,In-store,ERROR
8173,TXN_6438980,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-11-10
8176,TXN_2424839,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-09-28
8178,TXN_1982031,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-03
8179,TXN_3060286,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-08-10
8183,TXN_2764625,Tea,1.0,1.5,1.5,Cash,In-store,2023-12-03
8184,TXN_6086123,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-11-17
8187,TXN_4389662,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-08-09
8189,TXN_9389300,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-01-14
8191,TXN_2147448,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-11-27
8194,TXN_9857832,Tea,3.0,1.5,4.5,Cash,In-store,2023-03-31
8202,TXN_1292430,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-09
8204,TXN_2470530,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-21
8207,TXN_1434598,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-11-18
8216,TXN_4375708,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-01
8217,TXN_9775984,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-10-09
8219,TXN_2352685,Cookie,1.0,1.0,1.0,Cash,Takeaway,UNKNOWN
8220,TXN_1625754,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-03
8221,TXN_9567915,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-30
8222,TXN_4062634,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-04-05
8223,TXN_6624397,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-04-30
8226,TXN_2404800,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-28
8227,TXN_4501915,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-12-04
8232,TXN_4247105,Coffee,5.0,2.0,10.0,Cash,In-store,2023-04-14
8233,TXN_8732935,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-06
8235,TXN_3270584,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-10
8236,TXN_8258798,Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-18
8237,TXN_7412012,Coffee,1.0,2.0,2.0,Cash,In-store,2023-08-02
8238,TXN_1927324,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-29
8244,TXN_7371782,Tea,3.0,1.5,4.5,Cash,In-store,2023-02-26
8245,TXN_7631505,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-07-08
8247,TXN_2593909,Juice,2.0,3.0,6.0,Cash,In-store,2023-02-25
8251,TXN_3745153,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-30
8253,TXN_8153957,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-12
8255,TXN_6874195,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-04-22
8257,TXN_5172383,Juice,3.0,3.0,9.0,Cash,In-store,2023-03-28
8258,TXN_9288999,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-05-01
8264,TXN_2244418,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-10-15
8268,TXN_3888864,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-10-13
8271,TXN_4356114,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-05-05
8272,TXN_2097023,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-10
8275,TXN_3529354,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-06
8282,TXN_7251037,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-08-17
8283,TXN_9891576,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-28
8285,TXN_9830755,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-24
8288,TXN_8809659,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-01-16
8290,TXN_7554731,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-02-02
8292,TXN_8652021,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-09-23
8296,TXN_7797507,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-06-06
8303,TXN_5209346,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-02-22
8306,TXN_6571385,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-01-06
8307,TXN_6430534,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-01-29
8310,TXN_8347965,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-17
8311,TXN_9693344,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-01-15
8312,TXN_9801552,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-20
8314,TXN_8082317,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-08-18
8315,TXN_1569729,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-07-16
8318,TXN_8991609,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-19
8319,TXN_5000665,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-11-28
8324,TXN_7153321,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-19
8326,TXN_7328705,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-09
8328,TXN_8970187,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-13
8332,TXN_6904952,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-04
8335,TXN_9824238,Tea,5.0,1.5,7.5,Cash,In-store,2023-07-14
8342,TXN_4440412,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-04-15
8343,TXN_9897583,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-01-20
8352,TXN_6068074,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-06-01
8356,TXN_1701798,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-07-24
8358,TXN_4807899,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-07-03
8361,TXN_2102950,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-07
8369,TXN_2210019,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-12-05
8375,TXN_4059695,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-12-30
8380,TXN_3863625,Salad,5.0,5.0,25.0,Cash,In-store,2023-09-04
8384,TXN_3877643,Juice,4.0,3.0,12.0,Cash,In-store,2023-11-15
8385,TXN_9395554,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-03-31
